period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units
2024-09-30,YDEN,DENVER,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_YDEN_DPG,"Denver, CO Premium Conventional Retail Gasoline Prices (Dollars per Gallon)",,$/GAL
2024-09-30,R40,PADD 4,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_R40_DPG,Rocky Mountain Premium Conventional Retail Gasoline Prices (Dollars per Gallon),3.946,$/GAL
2024-09-30,Y35NY,NEW YORK CITY,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_Y35NY_DPG,New York Harbor Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),3.908,$/GAL
2024-09-30,R1X,PADD 1A,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_R1X_DPG,New England (PADD 1A) Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),3.948,$/GAL
2024-09-30,YDEN,DENVER,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_YDEN_DPG,Denver Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.163,$/GAL
2024-09-30,YCLE,CLEVELAND,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_YCLE_DPG,"Cleveland, OH Premium All Formulations Retail Gasoline Prices (Dollars per Gallon)",4.238,$/GAL
2024-09-30,Y44HO,HOUSTON,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_Y44HO_DPG,Houston Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),3.569,$/GAL
2024-09-30,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_R5XCA_DPG,West Coast (PADD 5) Except California Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.289,$/GAL
2024-09-30,SFL,FLORIDA,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_SFL_DPG,Florida Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),3.898,$/GAL
2024-09-30,R20,PADD 2,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_R20_DPG,Midwest Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.058,$/GAL
2024-09-30,YDEN,DENVER,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_YDEN_DPG,"Denver, CO Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon)",,$/GAL
2024-09-30,SNY,NEW YORK,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_SNY_DPG,New York Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.445,$/GAL
2024-09-30,YBOS,BOSTON,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_YBOS_DPG,"Boston, MA Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.62,$/GAL
2024-09-30,SMA,MASSACHUSETTS,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_SMA_DPG,Massachusetts Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.627,$/GAL
2024-09-30,SMN,MINNESOTA,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_SMN_DPG,Minnesota Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.4,$/GAL
2024-09-30,R40,PADD 4,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_R40_DPG,Rocky Mountain All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),3.533,$/GAL
2024-09-30,R10,PADD 1,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_R10_DPG,East Coast All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),3.169,$/GAL
2024-09-30,YCLE,CLEVELAND,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_YCLE_DPG,"Cleveland, OH All Grades Conventional Retail Gasoline Prices (Dollars per Gallon)",3.288,$/GAL
2024-09-30,YDEN,DENVER,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_YDEN_DPG,"Denver, CO Allgrades Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.56,$/GAL
2024-09-30,NUS,U.S.,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_NUS_DPG,U.S. All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.303,$/GAL
2024-09-30,YDEN,DENVER,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_YDEN_DPG,Denver All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.568,$/GAL
2024-09-30,YMIA,MIAMI,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_YMIA_DPG,"Miami, FL All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.289,$/GAL
2024-09-30,SNY,NEW YORK,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_SNY_DPG,New York All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.249,$/GAL
2024-09-30,R10,PADD 1,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_R10_DPG,East Coast All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.172,$/GAL
2024-09-30,NUS,U.S.,EPD2DXL0,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,EMD_EPD2DXL0_PTE_NUS_DPG,U.S. No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),3.544,$/GAL
2024-09-30,R10,PADD 1,EPD2DXL0,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,EMD_EPD2DXL0_PTE_R10_DPG,East Coast No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),3.571,$/GAL
2024-09-30,R30,PADD 3,EPD2DXL0,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,EMD_EPD2DXL0_PTE_R30_DPG,Gulf Coast No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),3.212,$/GAL
2024-09-30,SCA,CALIFORNIA,EPD2DXL0,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,EMD_EPD2DXL0_PTE_SCA_DPG,California No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),4.719,$/GAL
2024-09-30,R1Z,PADD 1C,EPD2DXL0,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,EMD_EPD2DXL0_PTE_R1Z_DPG,Lower Atlantic (PADD 1C) No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),3.463,$/GAL
2024-09-30,SCA,CALIFORNIA,EPD2D,No 2 Diesel,PTE,Retail Sales,EMD_EPD2D_PTE_SCA_DPG,California No 2 Diesel Retail Prices (Dollars per Gallon),4.719,$/GAL
2024-09-30,R50,PADD 5,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_R50_DPG,West Coast Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.743,$/GAL
2024-09-30,R1Y,PADD 1B,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_R1Y_DPG,Central Atlantic (PADD 1B) Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.32,$/GAL
2024-09-30,R1Z,PADD 1C,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_R1Z_DPG,Lower Atlantic (PADD 1C) Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),2.914,$/GAL
2024-09-30,YDEN,DENVER,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_YDEN_DPG,Denver Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.393,$/GAL
2024-09-30,Y35NY,NEW YORK CITY,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_Y35NY_DPG,New York City Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),2.996,$/GAL
2024-09-30,R1Y,PADD 1B,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_R1Y_DPG,Central Atlantic (PADD 1B) Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.178,$/GAL
2024-09-30,R30,PADD 3,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_R30_DPG,Gulf Coast Premium Conventional Retail Gasoline Prices (Dollars per Gallon),3.588,$/GAL
2024-09-30,YBOS,BOSTON,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_YBOS_DPG,"Boston, MA Premium Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.933,$/GAL
2024-09-30,Y05LA,LOS ANGELES,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_Y05LA_DPG,Los Angeles Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.661,$/GAL
2024-09-30,SNY,NEW YORK,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_SNY_DPG,New York Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),3.976,$/GAL
2024-09-30,R40,PADD 4,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_R40_DPG,Rocky Mountain Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),3.997,$/GAL
2024-09-30,R1X,PADD 1A,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_R1X_DPG,New England (PADD 1A) Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.688,$/GAL
2024-09-30,SCO,COLORADO,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_SCO_DPG,Colorado Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.839,$/GAL
2024-09-30,Y35NY,NEW YORK CITY,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_Y35NY_DPG,New York Harbor Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.546,$/GAL
2024-09-30,R20,PADD 2,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_R20_DPG,Midwest Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.556,$/GAL
2024-09-30,SFL,FLORIDA,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_SFL_DPG,Florida Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.576,$/GAL
2024-09-30,NUS,U.S.,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_NUS_DPG,U.S. Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.738,$/GAL
2024-09-30,YMIA,MIAMI,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_YMIA_DPG,"Miami, FL Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.603,$/GAL
2024-09-30,SOH,OHIO,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_SOH_DPG,Ohio Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.737,$/GAL
2024-09-30,Y48SE,SEATTLE,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_Y48SE_DPG,"Seattle, WA All Grades Conventional Retail Gasoline Prices (Dollars per Gallon)",4.292,$/GAL
2024-09-30,R40,PADD 4,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_R40_DPG,Rocky Mountain Allgrades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.567,$/GAL
2024-09-30,YBOS,BOSTON,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_YBOS_DPG,"Boston, MA All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.2,$/GAL
2024-09-30,SCA,CALIFORNIA,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_SCA_DPG,California All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),4.535,$/GAL
2024-09-30,SCA,CALIFORNIA,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_SCA_DPG,California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.535,$/GAL
2024-09-30,SMA,MASSACHUSETTS,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_SMA_DPG,Massachusetts All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.175,$/GAL
2024-09-30,Y35NY,NEW YORK CITY,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_Y35NY_DPG,New York City All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.168,$/GAL
2024-09-30,SFL,FLORIDA,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_SFL_DPG,Florida All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.218,$/GAL
2024-09-23,R1Y,PADD 1B,EPD2DXL0,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,EMD_EPD2DXL0_PTE_R1Y_DPG,Central Atlantic (PADD 1B) No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),3.813,$/GAL
2024-09-23,R40,PADD 4,EPD2D,No 2 Diesel,PTE,Retail Sales,EMD_EPD2D_PTE_R40_DPG,Rocky Mountain No 2 Diesel Retail Prices (Dollars per Gallon),3.608,$/GAL
2024-09-23,R1X,PADD 1A,EPD2D,No 2 Diesel,PTE,Retail Sales,EMD_EPD2D_PTE_R1X_DPG,New England (PADD 1A) No 2 Diesel Retail Prices (Dollars per Gallon),3.797,$/GAL
2024-09-23,SNY,NEW YORK,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_SNY_DPG,New York Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.351,$/GAL
2024-09-23,YCLE,CLEVELAND,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_YCLE_DPG,"Cleveland, OH Regular Conventional Retail Gasoline Prices (Dollars per Gallon)",3.102,$/GAL
2024-09-23,SFL,FLORIDA,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_SFL_DPG,Florida Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.06,$/GAL
2024-09-23,STX,TEXAS,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_STX_DPG,Texas Regular Conventional Retail Gasoline Prices (Dollars per Gallon),2.706,$/GAL
2024-09-23,SCO,COLORADO,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_SCO_DPG,Colorado Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.447,$/GAL
2024-09-23,SOH,OHIO,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_SOH_DPG,Ohio Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.093,$/GAL
2024-09-23,R5XCA,PADD 5 EXCEPT CALIFORNIA,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_R5XCA_DPG,West Coast (PADD 5) Except California Regular Conventional Retail Gasoline Prices (Dollars per Gallon),3.787,$/GAL
2024-09-23,R1Z,PADD 1C,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_R1Z_DPG,Lower Atlantic (PADD 1C) Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),2.916,$/GAL
2024-09-23,SCO,COLORADO,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_SCO_DPG,Colorado Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.419,$/GAL
2024-09-23,R1Y,PADD 1B,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_R1Y_DPG,Central Atlantic (PADD 1B) Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.205,$/GAL
2024-09-23,SFL,FLORIDA,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_SFL_DPG,Florida Premium Conventional Retail Gasoline Prices (Dollars per Gallon),3.844,$/GAL
2024-09-23,SOH,OHIO,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_SOH_DPG,Ohio Premium Conventional Retail Gasoline Prices (Dollars per Gallon),4.145,$/GAL
2024-09-23,R20,PADD 2,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_R20_DPG,Midwest Premium Conventional Retail Gasoline Prices (Dollars per Gallon),3.88,$/GAL
2024-09-23,R1X,PADD 1A,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_R1X_DPG,New England (PADD 1A) Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),3.989,$/GAL
2024-09-23,Y44HO,HOUSTON,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_Y44HO_DPG,"Houston, TX Premium Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.58,$/GAL
2024-09-23,Y05LA,LOS ANGELES,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_Y05LA_DPG,"Los Angeles, CA Premium Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.708,$/GAL
2024-09-23,R50,PADD 5,EPMPR,Reformulated Premium Gasoline,PTE,Retail Sales,EMM_EPMPR_PTE_R50_DPG,West Coast Premium Reformulated Retail Gasoline Prices (Dollars per Gallon),4.898,$/GAL
2024-09-23,NUS,U.S.,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_NUS_DPG,U.S. Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),4.108,$/GAL
2024-09-23,R1X,PADD 1A,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_R1X_DPG,New England (PADD 1A) Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),3.988,$/GAL
2024-09-23,R1Z,PADD 1C,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_R1Z_DPG,Lower Atlantic (PADD 1C) Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),3.783,$/GAL
2024-09-23,Y05SF,SAN FRANCISCO,EPMP,Premium Gasoline,PTE,Retail Sales,EMM_EPMP_PTE_Y05SF_DPG,San Francisco Premium All Formulations Retail Gasoline Prices (Dollars per Gallon),5.309,$/GAL
2024-09-23,SCO,COLORADO,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_SCO_DPG,Colorado Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.809,$/GAL
2024-09-23,YDEN,DENVER,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_YDEN_DPG,"Denver, CO Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon)",,$/GAL
2024-09-23,SFL,FLORIDA,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_SFL_DPG,Florida Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon),3.515,$/GAL
2024-09-23,YCLE,CLEVELAND,EPMMU,Gasoline Conventional Midgrade,PTE,Retail Sales,EMM_EPMMU_PTE_YCLE_DPG,"Cleveland, OH Midgrade Conventional Retail Gasoline Prices (Dollars per Gallon)",3.651,$/GAL
2024-09-23,R30,PADD 3,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_R30_DPG,Gulf Coast Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.225,$/GAL
2024-09-23,Y35NY,NEW YORK CITY,EPMMR,Gasoline Reformulated Midgrade,PTE,Retail Sales,EMM_EPMMR_PTE_Y35NY_DPG,New York Harbor Midgrade Reformulated Retail Gasoline Prices (Dollars per Gallon),3.624,$/GAL
2024-09-23,R50,PADD 5,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_R50_DPG,West Coast Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),4.549,$/GAL
2024-09-23,SMN,MINNESOTA,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_SMN_DPG,Minnesota Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.402,$/GAL
2024-09-23,NUS,U.S.,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_NUS_DPG,U.S. Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.751,$/GAL
2024-09-23,YBOS,BOSTON,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_YBOS_DPG,"Boston, MA Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.649,$/GAL
2024-09-23,SOH,OHIO,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_SOH_DPG,Ohio Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.624,$/GAL
2024-09-23,SMA,MASSACHUSETTS,EPMM,Midgrade Gasoline,PTE,Retail Sales,EMM_EPMM_PTE_SMA_DPG,Massachusetts Midgrade All Formulations Retail Gasoline Prices (Dollars per Gallon),3.688,$/GAL
2024-09-23,SWA,WASHINGTON,EPM0U,Conventional Gasoline (No Oxy),PTE,Retail Sales,EMM_EPM0U_PTE_SWA_DPG,Washington All Grades Conventional Retail Gasoline Prices (Dollars per Gallon),4.046,$/GAL
2024-09-23,Y05LA,LOS ANGELES,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_Y05LA_DPG,"Los Angeles, CA All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon)",4.41,$/GAL
2024-09-23,YORD,CHICAGO,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_YORD_DPG,"Chicago, IL All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.725,$/GAL
2024-09-23,R10,PADD 1,EPM0R,Reformulated Motor Gasoline,PTE,Retail Sales,EMM_EPM0R_PTE_R10_DPG,East Coast All Grades Reformulated Retail Gasoline Prices (Dollars per Gallon),3.214,$/GAL
2024-09-23,SCA,CALIFORNIA,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_SCA_DPG,California All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.607,$/GAL
2024-09-23,YCLE,CLEVELAND,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_YCLE_DPG,"Cleveland, OH All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon)",3.203,$/GAL
2024-09-23,YORD,CHICAGO,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_YORD_DPG,Chicago All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),3.725,$/GAL
2024-09-23,R50,PADD 5,EPM0,Total Gasoline,PTE,Retail Sales,EMM_EPM0_PTE_R50_DPG,West Coast All Grades All Formulations Retail Gasoline Prices (Dollars per Gallon),4.247,$/GAL
2024-09-23,NUS,U.S.,EPD2DXL0,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,EMD_EPD2DXL0_PTE_NUS_DPG,U.S. No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),3.539,$/GAL
2024-09-23,R20,PADD 2,EPD2DXL0,No 2 Diesel Low Sulfur (0-15 ppm),PTE,Retail Sales,EMD_EPD2DXL0_PTE_R20_DPG,Midwest No 2 Diesel Ultra Low Sulfur (0-15 ppm) Retail Prices (Dollars per Gallon),3.511,$/GAL
2024-09-23,R1Z,PADD 1C,EPD2D,No 2 Diesel,PTE,Retail Sales,EMD_EPD2D_PTE_R1Z_DPG,Lower Atlantic (PADD 1C) No 2 Diesel Retail Prices (Dollars per Gallon),3.467,$/GAL
2024-09-23,R30,PADD 3,EPD2D,No 2 Diesel,PTE,Retail Sales,EMD_EPD2D_PTE_R30_DPG,Gulf Coast No 2 Diesel Retail Prices (Dollars per Gallon),3.191,$/GAL
2024-09-23,Y48SE,SEATTLE,EPMRU,Conventional Regular Gasoline,PTE,Retail Sales,EMM_EPMRU_PTE_Y48SE_DPG,"Seattle, WA Regular Conventional Retail Gasoline Prices (Dollars per Gallon)",4.209,$/GAL
2024-09-23,R40,PADD 4,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_R40_DPG,Rocky Mountain Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.391,$/GAL
2024-09-23,Y44HO,HOUSTON,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_Y44HO_DPG,"Houston, TX Regular Reformulated Retail Gasoline Prices (Dollars per Gallon)",2.667,$/GAL
2024-09-23,YBOS,BOSTON,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_YBOS_DPG,"Boston, MA Regular Reformulated Retail Gasoline Prices (Dollars per Gallon)",3.102,$/GAL
2024-09-23,R20,PADD 2,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_R20_DPG,Midwest Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.358,$/GAL
2024-09-23,SNY,NEW YORK,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_SNY_DPG,New York Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),3.015,$/GAL
2024-09-23,R30,PADD 3,EPMRR,Reformulated Regular Gasoline,PTE,Retail Sales,EMM_EPMRR_PTE_R30_DPG,Gulf Coast Regular Reformulated Retail Gasoline Prices (Dollars per Gallon),2.714,$/GAL
2024-09-23,R1Z,PADD 1C,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_R1Z_DPG,Lower Atlantic (PADD 1C) Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),2.951,$/GAL
2024-09-23,R1X,PADD 1A,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_R1X_DPG,New England (PADD 1A) Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),3.078,$/GAL
2024-09-23,STX,TEXAS,EPMR,Regular Gasoline,PTE,Retail Sales,EMM_EPMR_PTE_STX_DPG,Texas Regular All Formulations Retail Gasoline Prices (Dollars per Gallon),2.71,$/GAL
2024-09-23,YDEN,DENVER,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_YDEN_DPG,"Denver, CO Premium Conventional Retail Gasoline Prices (Dollars per Gallon)",,$/GAL
2024-09-23,YMIA,MIAMI,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_YMIA_DPG,"Miami, FL Premium Conventional Retail Gasoline Prices (Dollars per Gallon)",3.887,$/GAL
2024-09-23,R1Y,PADD 1B,EPMPU,Conventional Premium Gasoline,PTE,Retail Sales,EMM_EPMPU_PTE_R1Y_DPG,Central Atlantic (PADD 1B) Premium Conventional Retail Gasoline Prices (Dollars per Gallon),4.12,$/GAL
